concert hall;floor;side;row;number;x;y
BME K épület, aula;orchestra;left;1;1;0;228
BME K épület, aula;orchestra;left;1;2;14;228
BME K épület, aula;orchestra;left;1;3;28;228
BME K épület, aula;orchestra;left;1;4;42;228
BME K épület, aula;orchestra;left;1;5;56;228
BME K épület, aula;orchestra;left;1;6;70;228
BME K épület, aula;orchestra;left;1;7;84;228
BME K épület, aula;orchestra;left;1;8;98;228
BME K épület, aula;orchestra;left;1;9;112;228
BME K épület, aula;orchestra;left;1;10;126;228
BME K épület, aula;orchestra;left;1;11;140;228
BME K épület, aula;orchestra;left;1;12;154;228

BME K épület, aula;orchestra;left;2;1;0;250
BME K épület, aula;orchestra;left;2;2;14;250
BME K épület, aula;orchestra;left;2;3;28;250
BME K épület, aula;orchestra;left;2;4;42;250
BME K épület, aula;orchestra;left;2;5;56;250
BME K épület, aula;orchestra;left;2;6;70;250
BME K épület, aula;orchestra;left;2;7;84;250
BME K épület, aula;orchestra;left;2;8;98;250
BME K épület, aula;orchestra;left;2;9;112;250
BME K épület, aula;orchestra;left;2;10;126;250
BME K épület, aula;orchestra;left;2;11;140;250
BME K épület, aula;orchestra;left;2;12;154;250

BME K épület, aula;orchestra;left;3;1;0;273
BME K épület, aula;orchestra;left;3;2;14;273
BME K épület, aula;orchestra;left;3;3;28;273
BME K épület, aula;orchestra;left;3;4;42;273
BME K épület, aula;orchestra;left;3;5;56;273
BME K épület, aula;orchestra;left;3;6;70;273
BME K épület, aula;orchestra;left;3;7;84;273
BME K épület, aula;orchestra;left;3;8;98;273
BME K épület, aula;orchestra;left;3;9;112;273
BME K épület, aula;orchestra;left;3;10;126;273
BME K épület, aula;orchestra;left;3;11;140;273
BME K épület, aula;orchestra;left;3;12;154;273

BME K épület, aula;orchestra;left;4;1;0;296
BME K épület, aula;orchestra;left;4;2;14;296
BME K épület, aula;orchestra;left;4;3;28;296
BME K épület, aula;orchestra;left;4;4;42;296
BME K épület, aula;orchestra;left;4;5;56;296
BME K épület, aula;orchestra;left;4;6;70;296
BME K épület, aula;orchestra;left;4;7;84;296
BME K épület, aula;orchestra;left;4;8;98;296
BME K épület, aula;orchestra;left;4;9;112;296
BME K épület, aula;orchestra;left;4;10;126;296
BME K épület, aula;orchestra;left;4;11;140;296
BME K épület, aula;orchestra;left;4;12;154;296

BME K épület, aula;orchestra;left;5;1;0;318
BME K épület, aula;orchestra;left;5;2;14;318
BME K épület, aula;orchestra;left;5;3;28;318
BME K épület, aula;orchestra;left;5;4;42;318
BME K épület, aula;orchestra;left;5;5;56;318
BME K épület, aula;orchestra;left;5;6;70;318
BME K épület, aula;orchestra;left;5;7;84;318
BME K épület, aula;orchestra;left;5;8;98;318
BME K épület, aula;orchestra;left;5;9;112;318
BME K épület, aula;orchestra;left;5;10;126;318
BME K épület, aula;orchestra;left;5;11;140;318
BME K épület, aula;orchestra;left;5;12;154;318

BME K épület, aula;orchestra;left;6;1;0;342
BME K épület, aula;orchestra;left;6;2;14;342
BME K épület, aula;orchestra;left;6;3;28;342
BME K épület, aula;orchestra;left;6;4;42;342
BME K épület, aula;orchestra;left;6;5;56;342
BME K épület, aula;orchestra;left;6;6;70;342
BME K épület, aula;orchestra;left;6;7;84;342
BME K épület, aula;orchestra;left;6;8;98;342
BME K épület, aula;orchestra;left;6;9;112;342
BME K épület, aula;orchestra;left;6;10;126;342
BME K épület, aula;orchestra;left;6;11;140;342
BME K épület, aula;orchestra;left;6;12;154;342

BME K épület, aula;orchestra;left;7;1;0;364
BME K épület, aula;orchestra;left;7;2;14;364
BME K épület, aula;orchestra;left;7;3;28;364
BME K épület, aula;orchestra;left;7;4;42;364
BME K épület, aula;orchestra;left;7;5;56;364
BME K épület, aula;orchestra;left;7;6;70;364
BME K épület, aula;orchestra;left;7;7;84;364
BME K épület, aula;orchestra;left;7;8;98;364
BME K épület, aula;orchestra;left;7;9;112;364
BME K épület, aula;orchestra;left;7;10;126;364
BME K épület, aula;orchestra;left;7;11;140;364
BME K épület, aula;orchestra;left;7;12;154;364

BME K épület, aula;orchestra;left;8;1;0;386
BME K épület, aula;orchestra;left;8;2;14;386
BME K épület, aula;orchestra;left;8;3;28;386
BME K épület, aula;orchestra;left;8;4;42;386
BME K épület, aula;orchestra;left;8;5;56;386
BME K épület, aula;orchestra;left;8;6;70;386
BME K épület, aula;orchestra;left;8;7;84;386
BME K épület, aula;orchestra;left;8;8;98;386
BME K épület, aula;orchestra;left;8;9;112;386
BME K épület, aula;orchestra;left;8;10;126;386
BME K épület, aula;orchestra;left;8;11;140;386
BME K épület, aula;orchestra;left;8;12;154;386

BME K épület, aula;orchestra;left;9;1;0;408
BME K épület, aula;orchestra;left;9;2;14;408
BME K épület, aula;orchestra;left;9;3;28;408
BME K épület, aula;orchestra;left;9;4;42;408
BME K épület, aula;orchestra;left;9;5;56;408
BME K épület, aula;orchestra;left;9;6;70;408
BME K épület, aula;orchestra;left;9;7;84;408
BME K épület, aula;orchestra;left;9;8;98;408
BME K épület, aula;orchestra;left;9;9;112;408
BME K épület, aula;orchestra;left;9;10;126;408
BME K épület, aula;orchestra;left;9;11;140;408
BME K épület, aula;orchestra;left;9;12;154;408

BME K épület, aula;orchestra;left;10;1;0;430
BME K épület, aula;orchestra;left;10;2;14;430
BME K épület, aula;orchestra;left;10;3;28;430
BME K épület, aula;orchestra;left;10;4;42;430
BME K épület, aula;orchestra;left;10;5;56;430
BME K épület, aula;orchestra;left;10;6;70;430
BME K épület, aula;orchestra;left;10;7;84;430
BME K épület, aula;orchestra;left;10;8;98;430
BME K épület, aula;orchestra;left;10;9;112;430
BME K épület, aula;orchestra;left;10;10;126;430
BME K épület, aula;orchestra;left;10;11;140;430
BME K épület, aula;orchestra;left;10;12;154;430

BME K épület, aula;orchestra;left;11;1;0;452
BME K épület, aula;orchestra;left;11;2;14;452
BME K épület, aula;orchestra;left;11;3;28;452
BME K épület, aula;orchestra;left;11;4;42;452
BME K épület, aula;orchestra;left;11;5;56;452
BME K épület, aula;orchestra;left;11;6;70;452
BME K épület, aula;orchestra;left;11;7;84;452
BME K épület, aula;orchestra;left;11;8;98;452
BME K épület, aula;orchestra;left;11;9;112;452
BME K épület, aula;orchestra;left;11;10;126;452
BME K épület, aula;orchestra;left;11;11;140;452
BME K épület, aula;orchestra;left;11;12;154;452

BME K épület, aula;orchestra;left;12;1;0;474
BME K épület, aula;orchestra;left;12;2;14;474
BME K épület, aula;orchestra;left;12;3;28;474
BME K épület, aula;orchestra;left;12;4;42;474
BME K épület, aula;orchestra;left;12;5;56;474
BME K épület, aula;orchestra;left;12;6;70;474
BME K épület, aula;orchestra;left;12;7;84;474
BME K épület, aula;orchestra;left;12;8;98;474
BME K épület, aula;orchestra;left;12;9;112;474

BME K épület, aula;orchestra;left;13;1;0;496
BME K épület, aula;orchestra;left;13;2;14;496
BME K épület, aula;orchestra;left;13;3;28;496
BME K épület, aula;orchestra;left;13;4;42;496
BME K épület, aula;orchestra;left;13;5;56;496
BME K épület, aula;orchestra;left;13;6;70;496
BME K épület, aula;orchestra;left;13;7;84;496
BME K épület, aula;orchestra;left;13;8;98;496
BME K épület, aula;orchestra;left;13;9;112;496

BME K épület, aula;orchestra;left;14;1;0;516
BME K épület, aula;orchestra;left;14;2;14;516
BME K épület, aula;orchestra;left;14;3;28;516
BME K épület, aula;orchestra;left;14;4;42;516
BME K épület, aula;orchestra;left;14;5;56;516
BME K épület, aula;orchestra;left;14;6;70;516

BME K épület, aula;orchestra;left;15;1;0;538
BME K épület, aula;orchestra;left;15;2;14;538
BME K épület, aula;orchestra;left;15;3;28;538
BME K épület, aula;orchestra;left;15;4;42;538
BME K épület, aula;orchestra;left;15;5;56;538
BME K épület, aula;orchestra;left;15;6;70;538

BME K épület, aula;orchestra;right;1;1;328;228
BME K épület, aula;orchestra;right;1;2;314;228
BME K épület, aula;orchestra;right;1;3;300;228
BME K épület, aula;orchestra;right;1;4;286;228
BME K épület, aula;orchestra;right;1;5;272;228
BME K épület, aula;orchestra;right;1;6;258;228
BME K épület, aula;orchestra;right;1;7;244;228
BME K épület, aula;orchestra;right;1;8;230;228
BME K épület, aula;orchestra;right;1;9;216;228
BME K épület, aula;orchestra;right;1;10;202;228
BME K épület, aula;orchestra;right;1;11;188;228
BME K épület, aula;orchestra;right;1;12;174;228

BME K épület, aula;orchestra;right;2;1;328;250
BME K épület, aula;orchestra;right;2;2;314;250
BME K épület, aula;orchestra;right;2;3;300;250
BME K épület, aula;orchestra;right;2;4;286;250
BME K épület, aula;orchestra;right;2;5;272;250
BME K épület, aula;orchestra;right;2;6;258;250
BME K épület, aula;orchestra;right;2;7;244;250
BME K épület, aula;orchestra;right;2;8;230;250
BME K épület, aula;orchestra;right;2;9;216;250
BME K épület, aula;orchestra;right;2;10;202;250
BME K épület, aula;orchestra;right;2;11;188;250
BME K épület, aula;orchestra;right;2;12;174;250

BME K épület, aula;orchestra;right;3;1;328;273
BME K épület, aula;orchestra;right;3;2;314;273
BME K épület, aula;orchestra;right;3;3;300;273
BME K épület, aula;orchestra;right;3;4;286;273
BME K épület, aula;orchestra;right;3;5;272;273
BME K épület, aula;orchestra;right;3;6;258;273
BME K épület, aula;orchestra;right;3;7;244;273
BME K épület, aula;orchestra;right;3;8;230;273
BME K épület, aula;orchestra;right;3;9;216;273
BME K épület, aula;orchestra;right;3;10;202;273
BME K épület, aula;orchestra;right;3;11;188;273
BME K épület, aula;orchestra;right;3;12;174;273

BME K épület, aula;orchestra;right;4;1;328;296
BME K épület, aula;orchestra;right;4;2;314;296
BME K épület, aula;orchestra;right;4;3;300;296
BME K épület, aula;orchestra;right;4;4;286;296
BME K épület, aula;orchestra;right;4;5;272;296
BME K épület, aula;orchestra;right;4;6;258;296
BME K épület, aula;orchestra;right;4;7;244;296
BME K épület, aula;orchestra;right;4;8;230;296
BME K épület, aula;orchestra;right;4;9;216;296
BME K épület, aula;orchestra;right;4;10;202;296
BME K épület, aula;orchestra;right;4;11;188;296
BME K épület, aula;orchestra;right;4;12;174;296

BME K épület, aula;orchestra;right;5;1;328;318
BME K épület, aula;orchestra;right;5;2;314;318
BME K épület, aula;orchestra;right;5;3;300;318
BME K épület, aula;orchestra;right;5;4;286;318
BME K épület, aula;orchestra;right;5;5;272;318
BME K épület, aula;orchestra;right;5;6;258;318
BME K épület, aula;orchestra;right;5;7;244;318
BME K épület, aula;orchestra;right;5;8;230;318
BME K épület, aula;orchestra;right;5;9;216;318
BME K épület, aula;orchestra;right;5;10;202;318
BME K épület, aula;orchestra;right;5;11;188;318
BME K épület, aula;orchestra;right;5;12;174;318

BME K épület, aula;orchestra;right;6;1;328;342
BME K épület, aula;orchestra;right;6;2;314;342
BME K épület, aula;orchestra;right;6;3;300;342
BME K épület, aula;orchestra;right;6;4;286;342
BME K épület, aula;orchestra;right;6;5;272;342
BME K épület, aula;orchestra;right;6;6;258;342
BME K épület, aula;orchestra;right;6;7;244;342
BME K épület, aula;orchestra;right;6;8;230;342
BME K épület, aula;orchestra;right;6;9;216;342
BME K épület, aula;orchestra;right;6;10;202;342
BME K épület, aula;orchestra;right;6;11;188;342
BME K épület, aula;orchestra;right;6;12;174;342

BME K épület, aula;orchestra;right;7;1;328;364
BME K épület, aula;orchestra;right;7;2;314;364
BME K épület, aula;orchestra;right;7;3;300;364
BME K épület, aula;orchestra;right;7;4;286;364
BME K épület, aula;orchestra;right;7;5;272;364
BME K épület, aula;orchestra;right;7;6;258;364
BME K épület, aula;orchestra;right;7;7;244;364
BME K épület, aula;orchestra;right;7;8;230;364
BME K épület, aula;orchestra;right;7;9;216;364
BME K épület, aula;orchestra;right;7;10;202;364
BME K épület, aula;orchestra;right;7;11;188;364
BME K épület, aula;orchestra;right;7;12;174;364

BME K épület, aula;orchestra;right;8;1;328;386
BME K épület, aula;orchestra;right;8;2;314;386
BME K épület, aula;orchestra;right;8;3;300;386
BME K épület, aula;orchestra;right;8;4;286;386
BME K épület, aula;orchestra;right;8;5;272;386
BME K épület, aula;orchestra;right;8;6;258;386
BME K épület, aula;orchestra;right;8;7;244;386
BME K épület, aula;orchestra;right;8;8;230;386
BME K épület, aula;orchestra;right;8;9;216;386
BME K épület, aula;orchestra;right;8;10;202;386
BME K épület, aula;orchestra;right;8;11;188;386
BME K épület, aula;orchestra;right;8;12;174;386

BME K épület, aula;orchestra;right;9;1;328;408
BME K épület, aula;orchestra;right;9;2;314;408
BME K épület, aula;orchestra;right;9;3;300;408
BME K épület, aula;orchestra;right;9;4;286;408
BME K épület, aula;orchestra;right;9;5;272;408
BME K épület, aula;orchestra;right;9;6;258;408
BME K épület, aula;orchestra;right;9;7;244;408
BME K épület, aula;orchestra;right;9;8;230;408
BME K épület, aula;orchestra;right;9;9;216;408
BME K épület, aula;orchestra;right;9;10;202;408
BME K épület, aula;orchestra;right;9;11;188;408
BME K épület, aula;orchestra;right;9;12;174;408

BME K épület, aula;orchestra;right;10;1;328;430
BME K épület, aula;orchestra;right;10;2;314;430
BME K épület, aula;orchestra;right;10;3;300;430
BME K épület, aula;orchestra;right;10;4;286;430
BME K épület, aula;orchestra;right;10;5;272;430
BME K épület, aula;orchestra;right;10;6;258;430
BME K épület, aula;orchestra;right;10;7;244;430
BME K épület, aula;orchestra;right;10;8;230;430
BME K épület, aula;orchestra;right;10;9;216;430
BME K épület, aula;orchestra;right;10;10;202;430
BME K épület, aula;orchestra;right;10;11;188;430
BME K épület, aula;orchestra;right;10;12;174;430

BME K épület, aula;orchestra;right;11;1;328;452
BME K épület, aula;orchestra;right;11;2;314;452
BME K épület, aula;orchestra;right;11;3;300;452
BME K épület, aula;orchestra;right;11;4;286;452
BME K épület, aula;orchestra;right;11;5;272;452
BME K épület, aula;orchestra;right;11;6;258;452
BME K épület, aula;orchestra;right;11;7;244;452
BME K épület, aula;orchestra;right;11;8;230;452
BME K épület, aula;orchestra;right;11;9;216;452
BME K épület, aula;orchestra;right;11;10;202;452
BME K épület, aula;orchestra;right;11;11;188;452
BME K épület, aula;orchestra;right;11;12;174;452

BME K épület, aula;orchestra;right;12;1;328;474
BME K épület, aula;orchestra;right;12;2;314;474
BME K épület, aula;orchestra;right;12;3;300;474
BME K épület, aula;orchestra;right;12;4;286;474
BME K épület, aula;orchestra;right;12;5;272;474
BME K épület, aula;orchestra;right;12;6;258;474
BME K épület, aula;orchestra;right;12;7;244;474
BME K épület, aula;orchestra;right;12;8;230;474
BME K épület, aula;orchestra;right;12;9;216;474

BME K épület, aula;orchestra;right;13;1;328;496
BME K épület, aula;orchestra;right;13;2;314;496
BME K épület, aula;orchestra;right;13;3;300;496
BME K épület, aula;orchestra;right;13;4;286;496
BME K épület, aula;orchestra;right;13;5;272;496
BME K épület, aula;orchestra;right;13;6;258;496
BME K épület, aula;orchestra;right;13;7;244;496
BME K épület, aula;orchestra;right;13;8;230;496
BME K épület, aula;orchestra;right;13;9;216;496

BME K épület, aula;orchestra;right;14;1;328;516
BME K épület, aula;orchestra;right;14;2;314;516
BME K épület, aula;orchestra;right;14;3;300;516
BME K épület, aula;orchestra;right;14;4;286;516
BME K épület, aula;orchestra;right;14;5;272;516
BME K épület, aula;orchestra;right;14;6;258;516

BME K épület, aula;orchestra;right;15;1;328;538
BME K épület, aula;orchestra;right;15;2;314;538
BME K épület, aula;orchestra;right;15;3;300;538
BME K épület, aula;orchestra;right;15;4;286;538
BME K épület, aula;orchestra;right;15;5;272;538
BME K épület, aula;orchestra;right;15;6;258;538
